transacao_id,transacao_valor,morador_id,imovel_id,data_transacao
41fa7a70c2c74c08ac24acbd0b9fef88,4480,88469b234ead484ba6219035f1695830,f92baeff49f94a4da615ad3f89b5e920,2008-01-01 13:30:00
54792f969f6645bcbb6a8ab43d404e2e,2732,9ec1ed7955dc4b8d9ed3e1efb374324d,d1c86f45bba4409a8c295c59c4b879f8,2008-01-01 13:30:00
f76aa45e031447cf92513698e16bc800,1660,1acb4839148a409f9f1a14e998cb8927,cd86b901ada24ebabaa70fa704b84eb7,2008-01-01 13:30:00
66d711aa50734bee8fd6c5c2639f3e5d,4337,d1399b843ca8496c90a0b5778be8c15e,4ebf6d021c7d4dbfb85b2ce8ac4caaf3,2008-01-01 13:30:00
554bff7191644494bb63304ac05762c3,1213,e8a4d213586d4c21ba54256c7117654f,266147d6279d4630abe68da3ff7f0efd,2008-01-01 13:30:00
7534915b47f545dda7ca1fcb0247458c,4604,89e17bdba5904ef7aef1cc2bf6c489f5,afc35ddf95264fc99fdb60c121382f87,2008-01-01 13:30:00
4bfdbdb1ce564136810ac33f7a0c230a,1957,35e6e8e298b2484b8fd20dc70ece4057,f0add874460245e9a0e22aa840fb0c8c,2008-01-01 13:30:00
df7246296a834a178c41afc83cdbb24b,3074,a4ff6660616449fdaaab764436a439a7,74757b8be1934d6a8cd13cb2ade4b202,2008-01-01 13:30:00
834d2b9708394efb87523a421fa778b2,1658,56b613611f8c477ca3c0622c16344886,4f9bb1dee74441439f0c997dc6c1f971,2008-01-01 13:30:00
f90b426375664e89b16f88208669dfd9,2388,639f7722b2364714a91ad0e3b7a64228,181fd5474bb54f67925826c11f8ee1e7,2008-01-01 13:30:00
225203328f43455da145db014ea76047,2595,905c338dea84464eb883ad0d63e5567e,e0db598969c14d00a741411b09a3fe4f,2008-01-01 13:30:00
73482c2ee84e4c43a20cd0cbdc353756,3987,4d1dbdba8c2c4079acc57046163e59b7,1e48dfb842ad408f961a5306f62817ca,2008-01-01 13:30:00
cd1e0f2f90714756846c6dd339108c3c,1276,4fbd906c564f4ca89603c21bf5eb171b,c71083d7a0c94de48f9e4ad6273102e8,2008-01-01 13:30:00
376a2bc2162b41f8b22530c1ae218e89,3126,84ee8c9c9f9f46ddaf8b7de23631776c,cd6bb6814e564ffab8af64408b0522c1,2008-01-01 13:30:00
c9927679aacc4228aca2ac79a1965ac4,3462,5d06e17a69944565afe3433ec0529be2,b5ae179c335d45f491190486d66344c3,2008-01-01 13:30:00
862065cb5b8c4510804acc5b172cacaa,4921,dcddb77bc1d74589977a7addf2ad0248,e587bbfc0eba4300aebe4375003a813a,2008-01-01 13:30:00
20d61e443fc84624b7b317afe784a151,704,12986c046c3c46eb9275416745bf3cb0,127e78b513f740a9b6e0195b8aeeb7a3,2008-01-01 13:30:00
03d086a2cab84ac286425c57a1bf57fe,2275,f09084ec018b4aaab2f71465801f5271,a09a7b59eaea4fb985a44bd0dda7a719,2008-01-01 13:30:00
766743a808d44cb89037339f40959881,4943,b4e7c48665884c18ad364769fd4f4971,80c92d6d47b048249e669ad20a01dcc8,2008-01-01 13:30:00
4378118660824c25897523c560e1fd8a,4390,54c1bdc9d9ea45c496f23195a7219d21,f7d1ff4ec9f04be58dac92699bc9eb2d,2008-01-01 13:30:00
80eea529da684fe593da9de4a38bf353,876,b516f7b1bcd145cf97813b6d3f16333b,5667843da4384a6386d595a9047067fa,2008-01-01 13:30:00
1814f3e5fece4910b90fa0608a7dd5b5,1125,f5c65c8d25924f248e0a4e2d76671abd,6600939477e64da1b2cf571297032a00,2008-01-01 13:30:00
8daf970a3235434e826caebd44570b0b,324,67cc0f29637843dcaeb1b43d2e54b730,e04a4ea0f42a4170b9e9c5bfb9eee547,2008-01-01 13:30:00
