imovel_id,tipo,condominio_id,valor
e874ce8c1fd04eb88f61b1d47c313eb6,Mansão,413a08de45974ae59fd634cd87e707d3,555832
941aa33c659a4df593040ed028c60dca,Casa,6f138fd25f5f4ad48f61964e79a78b6f,714424
870e0a08df79420699bc64d1df0523f3,Duplex,7c239425952242f4beef26f3b6482350,418466
8d814f226de84bb5a71794dc2cffaf56,Cobertura,87fe5c8b16ab4e4e9d7f34fa1e96e194,769132
5570602122034f0eaa0860c2460e1803,Apto,22c3d2d955ce4a27b7b0b2c332da5af1,672930
4593ed49b5ea41cab2414061926b43bf,Cobertura,b0a3f774202f4bce86d8fe02e29fce0e,413291
7c4f5f721ea843f88667030d5b5138ae,Cobertura,954733adc1c4486994954108acd4eb2f,548372
2d44be45222943cdbd3fb4439acaf2c3,Penthouse,2553fc8f63f6496280f5dce9c1fedd9d,410986
03ab710280c94fe5a5aab4d536e8f950,Mansão,a261685f2fbc4a4684963678cfcc6785,734460
832d6efc29664aa1a579c2423dda43fb,Penthouse,14b71853cd114f23888a49ceef9bbb3f,502879
7d77fab8990c4f119c785e2576ff9e7a,Casa,2ca21b52c3b443c997b92af86f0766ab,331190
feeb6abedf67424baac1ba779cf4761e,Triplex,4382c05756234c03999739fa083bbb31,249874
ce21d8c5317f469ba6c471966e5cbf43,Apto,61763ab29b6041fb8dfb775205e2cf78,270531
b500776d2dcd4ee28feb6f6614913c3a,Apto,6cd762db605a45aa85732e923eeea8f5,569044
f17d9d7fde29422d85b8ba7fabce52c5,Apartamento,cd317b3c068f467c9279317b815c5b84,595658
6ea6b4bf06a949a5a04b1242d1250687,Casa,ecf621ef88464066a86990d415e33860,621869
8e4214d2c39849a78100a9d25a01672b,Cobertura,d11e3f1dbb2845538d80c90935b0e973,288082
5242645ad2a947918d89e4eeb0774c51,Flat,364002b42cc840a0ab960036a2e1700b,543059
2b03884468914897b949b963ff4d2d17,Mansão,27dfcedc415c456eb1639f2f4dbded4e,638102
b7505cf073e24b4c92fce1c5f1eec10a,Casa,0aa00fa71e1b4aaca02da3ab379c4a7e,304157
365c6be0633241e9a2a4a7e34c1fe006,Triplex,8fc50434528c4ea0bbcda94a43f9f7eb,777662
b43f9d03d3fc4ac48696d5fb630a6279,Apto,b45700526e1349978482fe83b2ebc953,518398
857f345bd4c5401eabc3070038b32659,Flat,10b91d15fb524f9186fbbffaf99730ee,283417
03db71c497294ba99e0f15820513705f,Duplex,1241dbb0446843a1832e99982acd618c,756319
c4dc56b6393049158b0f94978d2f3c05,Apto,573f60c6fb044df987ef734d6ad2aaa4,235817
99e3fd19dfed4080bc7b9e59a4c5b233,Triplex,b3df36284b5242ac824e6fde6f100186,454580
254590cafe734d999552fcd2a558484f,Apto,90f17369dd744536babeb3caebcc12fe,278378
5d59924c13e64ef9b24ec52741853de8,Cobertura,267f78d61a734606b74cff6bd59169c6,340938
385230ef16304ff0b30eb519fa3276c4,Casa,fd10eb179f724de1b63321ab7bedb680,378067
a160ac8fb5bb4d89ac6c21d4787c44a6,Apartamento,f34416bd3c5347aea073d09610708fbf,624437
c20d091a4b6c40bd87d037d53e37e696,Mansão,444d9577232f49f7b3d3b914f1bc827a,363068
b2a24772d65f45b685f2a0cae2864f37,Cobertura,2dd130f066ef4c8db4fef04c124c8ced,573060
55f96d9e38c34d498547394f69c5f608,Triplex,f0b4132657c3442f8d3bfa64e7ff9b1e,372663
082116a65f594aeeb745dbefb33c64ce,Apartamento,dd0d224ef8d7449e8627967cb1aacaba,334052
398a464a58e3477694b6892b25dd3317,Penthouse,962942e70c9d416bbb26394efddb1409,419000
7a38a211991848c38b2e99e5baa299a8,Cobertura,ecdb8433396e416fac53b1ba50988c2a,688500
2937202a305a4df4aa4339332db53211,Apartamento,f69f44d9d0184d8c859cba657d10d35c,743503
2251b5171db24c7c8b87083996c1a3e3,Penthouse,48be3e8fcdc84b8899838c1b8c06c4aa,532390
cea54a2833184c978aa172138f790a19,Duplex,0859524a9acd423da1e0b7ca6eb95261,473663
8ae98d0ff8a448f1903fb4dce6289711,Casa,b3ced23b1f9245bab968a5cd0b25fd00,246180
761339a5a7ae449a919da5dea5df8034,Sobrado,118a966422684062bc64aeb2c9323af0,244864
65b1e8f18b2a46ee9011ec9225217ef9,Sobrado,a30a8a5c276646548464517d35640576,737097
2121c765e1134618b5ca15acf4e75c09,Apto,b93aa7fc0c34409fa254587055a2aeeb,390271
ae749a7aea43495b86db224f4556b49e,Flat,f8c0acc8769f482d9027d970ed8dd18b,612556
c196002af7a94dd89fde3a174c3c68d9,Apto,0cb1f9abc72c4be792c62d8abfe7dccc,731328
a1f0c52029ad4731930556f9217892bc,Flat,b8c6fabc7bd44e2a9aeaa3fe694af834,206404
5917581578c345e68b3e7e706dd50e6b,Sobrado,b9db2702ca7846488110fd7adc68c05d,579744
2b52a9d47c4141a8b002d8269c214b4b,Duplex,abb2b118a1dc4acb85e861a823ca0e74,566410
658540d661144fbf87e72f3f1a54926a,Penthouse,6e5bbd5db0484093ba5e3e0c4975c750,579349
9fdd0c9c545849d9a6e228db8584760c,Cobertura,10ef1028388b4527a6f5571f40f41604,794723
